01132B3D2CR0000060000031,PVM-000086H03
01137B3D4CKC10000AJ00301,T30-0150075090
01137B3D4CJC10000AJ00301,T30-0175075090
01137B3D4CHC10000AJ00301,T30-0200075090
01137B3D4CGC10000AJ00301,T30-0225075090
01137B3D4CFC10000AJ00301,T30-0250075090
01137B3D4CEC10000AJ00301,T30-0275075090
01137B3D4CDC10000AJ00301,T30-0300075090
01137B3D4CBC10000AJ00301,T30-0325075090
01137B3D4CAC10000AJ00301,T30-0350075090
01137B3D4BZC10000AJ00301,T30-0375075090
01137B3D4BYC10000AJ00301,T30-0400075090
01137B3D4BXC10000AJ00301,T30-0425075090
01137B3D4BWC10000AJ00301,T30-0450075090
01137B3D4BVC10000AJ00301,T30-0475075090
01137B3D4BUC10000AJ00301,T30-0500075090
01137B3D4BTC10000AJ00301,T30-0525075090
01137B3D4BSC10000AJ00301,T30-0550075090
01137B3D4BRC10000AJ00301,T30-0575075090
01137B3D4BQC10000AJ00301,T30-0600075090
01137B3D4BNC10000AJ00301,T30-0650075090
01137B3D4BLC10000AJ00301,T30-0700075090
01137B3D4BJC10000AJ00301,T30-0750075090
01137B3D4BGC10000AJ00301,T30-0800075090
01137B3D4BEC10000AJ00301,T30-0850075090
01137B3D4BCC10000AJ00301,T30-0900075090
01137B3D4CRC20000AJ00301,T30-0000125090
01137B3D4CQC20000AJ00301,T30-0025125090
01137B3D4CPC20000AJ00301,T30-0050125090
01137B3D4CNC20000AJ00301,T30-0075125090
01137B3D4CMC20000AJ00301,T30-0100125090
01137B3D4CLC20000AJ00301,T30-0125125090
01137B3D4CKC20000AJ00301,T30-0150125090
01137B3D4CJC20000AJ00301,T30-0175125090
01137B3D4CHC20000AJ00301,T30-0200125090
01137B3D4CGC20000AJ00301,T30-0225125090
01137B3D4CFC20000AJ00301,T30-0250125090
01137B3D4CEC20000AJ00301,T30-0275125090
01137B3D4CDC20000AJ00301,T30-0300125090
01137B3D4CBC20000AJ00301,T30-0325125090
01137B3D4CAC20000AJ00301,T30-0350125090
01137B3D4BZC20000AJ00301,T30-0375125090
01137B3D4BYC20000AJ00301,T30-0400125090
01137B3D4BXC20000AJ00301,T30-0425125090
01137B3D4BWC20000AJ00301,T30-0450125090
01137B3D4BVC20000AJ00301,T30-0475125090
01137B3D4BUC20000AJ00301,T30-0500125090
01137B3D4BTC20000AJ00301,T30-0525125090
01137B3D4BSC20000AJ00301,T30-0550125090
01137B3D4BRC20000AJ00301,T30-0575125090
01137B3D4BQC20000AJ00301,T30-0600125090
01137B3D4BNC20000AJ00301,T30-0650125090
01137B3D4BLC20000AJ00301,T30-0700125090
01137B3D4BJC20000AJ00301,T30-0750125090
01137B3D4BGC20000AJ00301,T30-0800125090
01137B3D4BEC20000AJ00301,T30-0850125090
01137B3D4BCC20000AJ00301,T30-0900125090
01137B3D4CRC30000AJ00301,T30-0000175090
01137B3D4CQC30000AJ00301,T30-0025175090
01137B3D4CPC30000AJ00301,T30-0050175090
01137B3D4CNC30000AJ00301,T30-0075175090
01137B3D4CMC30000AJ00301,T30-0100175090
01137B3D4CLC30000AJ00301,T30-0125175090
01137B3D4CKC30000AJ00301,T30-0150175090
01137B3D4CJC30000AJ00301,T30-0175175090
01137B3D4CHC30000AJ00301,T30-0200175090
01137B3D4CGC30000AJ00301,T30-0225175090
01137B3D4CFC30000AJ00301,T30-0250175090
01137B3D4CEC30000AJ00301,T30-0275175090
01137B3D4CDC30000AJ00301,T30-0300175090
01137B3D4CBC30000AJ00301,T30-0325175090
01137B3D4CAC30000AJ00301,T30-0350175090
01137B3D4BZC30000AJ00301,T30-0375175090
01137B3D4BYC30000AJ00301,T30-0400175090
01137B3D4BXC30000AJ00301,T30-0425175090
01137B3D4BWC30000AJ00301,T30-0450175090
01137B3D4BVC30000AJ00301,T30-0475175090
01137B3D4BUC30000AJ00301,T30-0500175090
01137B3D4BTC30000AJ00301,T30-0525175090
01137B3D4BSC30000AJ00301,T30-0550175090
01137B3D4BRC30000AJ00301,T30-0575175090
01137B3D4BQC30000AJ00301,T30-0600175090
01137B3D4BNC30000AJ00301,T30-0650175090
01137B3D4BLC30000AJ00301,T30-0700175090
01137B3D4BJC30000AJ00301,T30-0750175090
01137B3D4BGC30000AJ00301,T30-0800175090
01137B3D4BEC30000AJ00301,T30-0850175090
01137B3D4BCC10000AY00301,T30-0900075160
01137B3D4BEC10000AY00301,T30-0850075160
01137B3D4BGC10000AY00301,T30-0800075160
01137B3D4BJC10000AY00301,T30-0750075160
01137B3D4BLC10000AY00301,T30-0700075160
01137B3D4BNC10000AY00301,T30-0650075160
01137B3D4BQC10000AY00301,T30-0600075160
01137B3D4BRC10000AY00301,T30-0575075160
01137B3D4BSC10000AY00301,T30-0550075160
01137B3D4BTC10000AY00301,T30-0525075160
01137B3D4BUC10000AY00301,T30-0500075160
01137B3D4BVC10000AY00301,T30-0475075160
01137B3D4BWC10000AY00301,T30-0450075160
01137B3D4BXC10000AY00301,T30-0425075160
01137B3D4BYC10000AY00301,T30-0400075160
01137B3D4BZC10000AY00301,T30-0375075160
01137B3D4CAC10000AY00301,T30-0350075160
01137B3D4CBC10000AY00301,T30-0325075160
01137B3D4CDC10000AY00301,T30-0300075160
01137B3D4CEC10000AY00301,T30-0275075160
01137B3D4CFC10000AY00301,T30-0250075160
01137B3D4CGC10000AY00301,T30-0225075160
01137B3D4CHC10000AY00301,T30-0200075160
01137B3D4CJC10000AY00301,T30-0175075160
01137B3D4CKC10000AY00301,T30-0150075160
01137B3D4CLC10000AY00301,T30-0125075160
01137B3D4CMC10000AY00301,T30-0100075160
01137B3D4CNC10000AY00301,T30-0075075160
01137B3D4CPC10000AY00301,T30-0050075160
01137B3D4CQC10000AY00301,T30-0025075160
01137B3D4CRC10000AY00301,T30-0000075160
01137B3D4BCC20000AY00301,T30-0900125160
01137B3D4BEC20000AY00301,T30-0850125160
01137B3D4BGC20000AY00301,T30-0800125160
01137B3D4BJC20000AY00301,T30-0750125160
01137B3D4BLC20000AY00301,T30-0700125160
01137B3D4BNC20000AY00301,T30-0650125160
01137B3D4BQC20000AY00301,T30-0600125160
01137B3D4BRC20000AY00301,T30-0575125160
01137B3D4BSC20000AY00301,T30-0550125160
01137B3D4BTC20000AY00301,T30-0525125160
01137B3D4BUC20000AY00301,T30-0500125160
01137B3D4BVC20000AY00301,T30-0475125160
01137B3D4BWC20000AY00301,T30-0450125160
01137B3D4BXC20000AY00301,T30-0425125160
01137B3D4BYC20000AY00301,T30-0400125160
01137B3D4BZC20000AY00301,T30-0375125160
01137B3D4CAC20000AY00301,T30-0350125160
01137B3D4CBC20000AY00301,T30-0325125160
01137B3D4CDC20000AY00301,T30-0300125160
01137B3D4CEC20000AY00301,T30-0275125160
01137B3D4CFC20000AY00301,T30-0250125160
01137B3D4CGC20000AY00301,T30-0225125160
01137B3D4CHC20000AY00301,T30-0200125160
01137B3D4CJC20000AY00301,T30-0175125160
01137B3D4CKC20000AY00301,T30-0150125160
01137B3D4CLC20000AY00301,T30-0125125160
01137B3D4CMC20000AY00301,T30-0100125160
01137B3D4CNC20000AY00301,T30-0075125160
01137B3D4CPC20000AY00301,T30-0050125160
01137B3D4CQC20000AY00301,T30-0025125160
01137B3D4CRC20000AY00301,T30-0000125160
01137B3D4BCC30000AY00301,T30-0900175160
01137B3D4BEC30000AY00301,T30-0850175160
01137B3D4BGC30000AY00301,T30-0800175160
01137B3D4BJC30000AY00301,T30-0750175160
01137B3D4BLC30000AY00301,T30-0700175160
01137B3D4BNC30000AY00301,T30-0650175160
01137B3D4BQC30000AY00301,T30-0600175160
01137B3D4BRC30000AY00301,T30-0575175160
01137B3D4BSC30000AY00301,T30-0550175160
01137B3D4BTC30000AY00301,T30-0525175160
01137B3D4BUC30000AY00301,T30-0500175160
01137B3D4BVC30000AY00301,T30-0475175160
01137B3D4BWC30000AY00301,T30-0450175160
01137B3D4BXC30000AY00301,T30-0425175160
01137B3D4BYC30000AY00301,T30-0400175160
01137B3D4BZC30000AY00301,T30-0375175160
01137B3D4CAC30000AY00301,T30-0350175160
01137B3D4CBC30000AY00301,T30-0325175160
01137B3D4CDC30000AY00301,T30-0300175160
01137B3D4CEC30000AY00301,T30-0275175160
01137B3D4CFC30000AY00301,T30-0250175160
01137B3D4CGC30000AY00301,T30-0225175160
01137B3D4CHC30000AY00301,T30-0200175160
01137B3D4CJC30000AY00301,T30-0175175160
01137B3D4CKC30000AY00301,T30-0150175160
01137B3D4CLC30000AY00301,T30-0125175160
01137B3D4CMC30000AY00301,T30-0100175160
01137B3D4CNC30000AY00301,T30-0075175160
01137B3D4CPC30000AY00301,T30-0050175160
01137B3D4CQC30000AY00301,T30-0025175160
01137B3D4CRC30000AY00301,T30-0000175160
01137B3D4CRC10000B200301,T30-0000075180
01137B3D4CQC10000B200301,T30-0025075180
01137B3D4CPC10000B200301,T30-0050075180
01137B3D4CNC10000B200301,T30-0075075180
01137B3D4CMC10000B200301,T30-0100075180
01137B3D4CLC10000B200301,T30-0125075180
01137B3D4CKC10000B200301,T30-0150075180
01137B3D4CJC10000B200301,T30-0175075180
01137B3D4CHC10000B200301,T30-0200075180
01137B3D4CGC10000B200301,T30-0225075180
01137B3D4CFC10000B200301,T30-0250075180
01137B3D4CEC10000B200301,T30-0275075180
01137B3D4CDC10000B200301,T30-0300075180
01137B3D4CBC10000B200301,T30-0325075180
01137B3D4CAC10000B200301,T30-0350075180
01137B3D4BZC10000B200301,T30-0375075180
01137B3D4BYC10000B200301,T30-0400075180
01137B3D4BXC10000B200301,T30-0425075180
01137B3D4BWC10000B200301,T30-0450075180
01137B3D4BVC10000B200301,T30-0475075180
01137B3D4BUC10000B200301,T30-0500075180
01137B3D4BTC10000B200301,T30-0525075180
01137B3D4BSC10000B200301,T30-0550075180
01137B3D4BRC10000B200301,T30-0575075180
01137B3D4BQC10000B200301,T30-0600075180
01137B3D4BNC10000B200301,T30-0650075180
01137B3D4BLC10000B200301,T30-0700075180
01137B3D4BJC10000B200301,T30-0750075180
01137B3D4BGC10000B200301,T30-0800075180
01137B3D4BEC10000B200301,T30-0850075180
01137B3D4BCC10000B200301,T30-0900075180
01137B3D4CRC20000B200301,T30-0000125180
01137B3D4CQC20000B200301,T30-0025125180
01137B3D4CPC20000B200301,T30-0050125180
01137B3D4CNC20000B200301,T30-0075125180
01137B3D4CMC20000B200301,T30-0100125180
01137B3D4CLC20000B200301,T30-0125125180
01137B3D4CKC20000B200301,T30-0150125180
01137B3D4CJC20000B200301,T30-0175125180
01137B3D4CHC20000B200301,T30-0200125180
01137B3D4CGC20000B200301,T30-0225125180
01137B3D4CFC20000B200301,T30-0250125180
01137B3D4CEC20000B200301,T30-0275125180
01137B3D4CDC20000B200301,T30-0300125180
01137B3D4CBC20000B200301,T30-0325125180
01137B3D4CAC20000B200301,T30-0350125180
01137B3D4BZC20000B200301,T30-0375125180
01137B3D4BYC20000B200301,T30-0400125180
01137B3D4BXC20000B200301,T30-0425125180
01137B3D4BWC20000B200301,T30-0450125180
01137B3D4BVC20000B200301,T30-0475125180
01137B3D4BUC20000B200301,T30-0500125180
01137B3D4BTC20000B200301,T30-0525125180
01137B3D4BSC20000B200301,T30-0550125180
01137B3D4BRC20000B200301,T30-0575125180
01137B3D4BQC20000B200301,T30-0600125180
01137B3D4BNC20000B200301,T30-0650125180
01137B3D4BLC20000B200301,T30-0700125180
01137B3D4BJC20000B200301,T30-0750125180
01137B3D4BGC20000B200301,T30-0800125180
01137B3D4BEC20000B200301,T30-0850125180
01137B3D4BCC20000B200301,T30-0900125180
01137B3D4CRC30000B200301,T30-0000175180
01137B3D4CQC30000B200301,T30-0025175180
01137B3D4CPC30000B200301,T30-0050175180
01137B3D4CNC30000B200301,T30-0075175180
01137B3D4CMC30000B200301,T30-0100175180
01137B3D4CLC30000B200301,T30-0125175180
01137B3D4CKC30000B200301,T30-0150175180
01137B3D4CJC30000B200301,T30-0175175180
01137B3D4CHC30000B200301,T30-0200175180
01137B3D4CGC30000B200301,T30-0225175180
01137B3D4CFC30000B200301,T30-0250175180
01137B3D4CEC30000B200301,T30-0275175180
01137B3D4CDC30000B200301,T30-0300175180
01137B3D4CBC30000B200301,T30-0325175180
01137B3D4CAC30000B200301,T30-0350175180
01137B3D4BZC30000B200301,T30-0375175180
01137B3D4BYC30000B200301,T30-0400175180
01137B3D4BXC30000B200301,T30-0425175180
01137B3D4BWC30000B200301,T30-0450175180
01137B3D4BVC30000B200301,T30-0475175180
01137B3D4BUC30000B200301,T30-0500175180
01137B3D4BTC30000B200301,T30-0525175180
01137B3D4BSC30000B200301,T30-0550175180
01137B3D4BRC30000B200301,T30-0575175180
01137B3D4BQC30000B200301,T30-0600175180
01137B3D4BNC30000B200301,T30-0650175180
01137B3D4BLC30000B200301,T30-0700175180
01137B3D4BJC30000B200301,T30-0750175180
01137B3D4BGC30000B200301,T30-0800175180
01137B3D4BEC30000B200301,T30-0850175180
01139B3D4CP0000000000061,SL59-005086Z6
01139B3D4CN0000000000061,SL59-007586Z6
01139B3D4CM0000000000061,SL59-010086Z6
01139B3D4CL0000000000061,SL59-012586Z6
01139B3D4CK0000000000061,SL59-015086Z6
01139B3D4CJ0000000000061,SL59-017586Z6
01139B3D4CH0000000000061,SL59-020086Z6
01139B3D4CG0000000000061,SL59-022586Z6
01139B3D4CF0000000000061,SL59-025086Z6
01139B3D4CE0000000000061,SL59-027586Z6
01139B3D4CD0000000000061,SL59-030086Z6
01139B3D4CB0000000000061,SL59-032586Z6
01139B3D4CA0000000000061,SL59-035086Z6
01139B3D4BZ0000000000061,SL59-037586Z6
01139B3D4BY0000000000061,SL59-040086Z6
01139B3D4BX0000000000061,SL59-042586Z6
01139B3D4BW0000000000061,SL59-045086Z6
01139B3D4BV0000000000061,SL59-047586Z6
01139B3D4BU0000000000061,SL59-050086Z6
01139B3D4BT0000000000061,SL59-052586Z6
01139B3D4BS0000000000061,SL59-055086Z6
01139B3D4BR0000000000061,SL59-057586Z6
01139B3D4BQ0000000000061,SL59-060086Z6
01139B3D4BN0000000000061,SL59-065086Z6
01139B3D4BL0000000000061,SL59-070086Z6
01139B3D4BJ0000000000061,SL59-075086Z6
01139B3D4BG0000000000061,SL59-080086Z6
01139B3D4BE0000000000061,SL59-085086Z6
01139B3D4BC0000000000061,SL59-090086Z6
01139B3D4CT0000000000061,SL59+005086Z6
01139B3D4CU0000000000061,SL59+007586Z6
01139B3D4CV0000000000061,SL59+010086Z6
01139B3D4CW0000000000061,SL59+012586Z6
01139B3D4CY0000000000061,SL59+015086Z6
01139B3D4CX0000000000061,SL59+017586Z6
01139B3D4CZ0000000000061,SL59+020086Z6
01139B3D4DA0000000000061,SL59+022586Z6
01139B3D4DB0000000000061,SL59+025086Z6
01139B3D4DC0000000000061,SL59+027586Z6
01139B3D4DE0000000000061,SL59+030086Z6
01139B3D4DF0000000000061,SL59+032586Z6
01139B3D4DG0000000000061,SL59+035086Z6
01139B3D4DH0000000000061,SL59+037586Z6
01139B3D4DJ0000000000061,SL59+040086Z6
01139B3D4DK0000000000061,SL59+042586Z6
01139B3D4DL0000000000061,SL59+045086Z6
01139B3D4DM0000000000061,SL59+047586Z6
01139B3D4DN0000000000061,SL59+050086Z6
01139B3D4DP0000000000061,SL59+052586Z6
01139B3D4DQ0000000000061,SL59+055086Z6
01139B3D4DR0000000000061,SL59+057586Z6
01139B3D4DS0000000000061,SL59+060086Z6
01140B2D7CR0000060000031,SL3-000085H03
01140B2D7CR0000070000031,SL3-000085L03
01140B2D7CQ0000060000031,SL3-002585H03
01140B2D7CQ0000070000031,SL3-002585L03
01140B2D7CP0000060000031,SL3-005085H03
01140B2D7CP0000070000031,SL3-005085L03
01140B2D7CN0000060000031,SL3-007585H03
01140B2D7CN0000070000031,SL3-007585L03
01140B2D7CM0000060000031,SL3-010085H03
01140B2D7CM0000070000031,SL3-010085L03
01140B2D7CL0000060000031,SL3-012585H03
01140B2D7CL0000070000031,SL3-012585L03
01140B2D7CK0000060000031,SL3-015085H03
01140B2D7CK0000070000031,SL3-015085L03
01140B2D7CJ0000060000031,SL3-017585H03
01140B2D7CJ0000070000031,SL3-017585L03
01140B2D7CH0000060000031,SL3-020085H03
01140B2D7CH0000070000031,SL3-020085L03
01140B2D7CG0000060000031,SL3-022585H03
01140B2D7CG0000070000031,SL3-022585L03
01140B2D7CF0000060000031,SL3-025085H03
01140B2D7CF0000070000031,SL3-025085L03
01140B2D7CE0000060000031,SL3-027585H03
01140B2D7CE0000070000031,SL3-027585L03
01140B2D7CD0000060000031,SL3-030085H03
01140B2D7CD0000070000031,SL3-030085L03
01140B2D7CB0000060000031,SL3-032585H03
01140B2D7CB0000070000031,SL3-032585L03
01140B2D7CA0000060000031,SL3-035085H03
01140B2D7CA0000070000031,SL3-035085L03
01140B2D7BZ0000060000031,SL3-037585H03
01140B2D7BZ0000070000031,SL3-037585L03
01140B2D7BY0000060000031,SL3-040085H03
01140B2D7BY0000070000031,SL3-040085L03
01140B2D7BX0000060000031,SL3-042585H03
01140B2D7BX0000070000031,SL3-042585L03
01140B2D7BW0000060000031,SL3-045085H03
01140B2D7BW0000070000031,SL3-045085L03
01140B2D7BV0000060000031,SL3-047585H03
01140B2D7BV0000070000031,SL3-047585L03
01140B2D7BU0000060000031,SL3-050085H03
01140B2D7BU0000070000031,SL3-050085L03
01140B2D7BT0000060000031,SL3-052585H03
01140B2D7BT0000070000031,SL3-052585L03
01140B2D7BS0000060000031,SL3-055085H03
01140B2D7BS0000070000031,SL3-055085L03
01140B2D7BR0000060000031,SL3-057585H03
01140B2D7BR0000070000031,SL3-057585L03
01140B2D7BQ0000060000031,SL3-060085H03
01140B2D7BQ0000070000031,SL3-060085L03
01140B2D7BP0000060000031,SL3-062585H03
01140B2D7BP0000070000031,SL3-062585L03
01140B2D7BN0000060000031,SL3-065085H03
01140B2D7BN0000070000031,SL3-065085L03
01140B2D7BM0000060000031,SL3-067585H03
01140B2D7BM0000070000031,SL3-067585L03
01140B2D7BL0000060000031,SL3-070085H03
01140B2D7BL0000070000031,SL3-070085L03
01140B2D7BK0000060000031,SL3-072585H03
01140B2D7BK0000070000031,SL3-072585L03
01140B2D7BJ0000060000031,SL3-075085H03
01140B2D7BJ0000070000031,SL3-075085L03
01140B2D7BH0000060000031,SL3-077585H03
01140B2D7BH0000070000031,SL3-077585L03
01140B2D7BG0000060000031,SL3-080085H03
01140B2D7BG0000070000031,SL3-080085L03
01140B2D7BF0000060000031,SL3-082585H03
01140B2D7BF0000070000031,SL3-082585L03
01140B2D7BE0000060000031,SL3-085085H03
01140B2D7BE0000070000031,SL3-085085L03
01140B2D7BD0000060000031,SL3-087585H03
01140B2D7BD0000070000031,SL3-087585L03
01140B2D7BC0000060000031,SL3-090085H03
01140B2D7BC0000070000031,SL3-090085L03
01140B2D7BB0000060000031,SL3-092585H03
01140B2D7BB0000070000031,SL3-092585L03
01140B2D7AZ0000060000031,SL3-095085H03
01140B2D7AZ0000070000031,SL3-095085L03
01140B2D7AY0000060000031,SL3-097585H03
01140B2D7AY0000070000031,SL3-097585L03
01140B2D7AW0000060000031,SL3-100085H03
01140B2D7AW0000070000031,SL3-100085L03
01140B2D7DL0000060000031,SL3+045085H03
01140B2D7DL0000070000031,SL3+045085L03
01140B2D7DM0000060000031,SL3+047585H03
01140B2D7DM0000070000031,SL3+047585L03
01140B2D7DN0000060000031,SL3+050085H03
01140B2D7DN0000070000031,SL3+050085L03
01140B2D7DP0000060000031,SL3+052585H03
01140B2D7DP0000070000031,SL3+052585L03
01140B2D7DQ0000060000031,SL3+055085H03
01140B2D7DQ0000070000031,SL3+055085L03
01140B2D7DR0000060000031,SL3+057585H03
01140B2D7DR0000070000031,SL3+057585L03
01140B2D7DS0000060000031,SL3+060085H03
01140B2D7DS0000070000031,SL3+060085L03
01140B2D7CS0000060000031,SL3+002585H03
01140B2D7CS0000070000031,SL3+002585L03
01140B2D7CT0000060000031,SL3+005085H03
01140B2D7CT0000070000031,SL3+005085L03
01140B2D7CU0000060000031,SL3+007585H03
01140B2D7CU0000070000031,SL3+007585L03
01140B2D7CV0000060000031,SL3+010085H03
01140B2D7CV0000070000031,SL3+010085L03
01140B2D7CW0000060000031,SL3+012585H03
01140B2D7CW0000070000031,SL3+012585L03
01140B2D7CY0000060000031,SL3+015085H03
01140B2D7CY0000070000031,SL3+015085L03
01140B2D7CX0000060000031,SL3+017585H03
01140B2D7CX0000070000031,SL3+017585L03
01140B2D7CZ0000060000031,SL3+020085H03
01140B2D7CZ0000070000031,SL3+020085L03
01140B2D7DA0000060000031,SL3+022585H03
01140B2D7DA0000070000031,SL3+022585L03
01140B2D7DB0000060000031,SL3+025085H03
01140B2D7DB0000070000031,SL3+025085L03
01140B2D7DC0000060000031,SL3+027585H03
01140B2D7DC0000070000031,SL3+027585L03
01140B2D7DE0000060000031,SL3+030085H03
01140B2D7DE0000070000031,SL3+030085L03
01140B2D7DF0000060000031,SL3+032585H03
01140B2D7DF0000070000031,SL3+032585L03
01140B2D7DG0000060000031,SL3+035085H03
01140B2D7DG0000070000031,SL3+035085L03
01140B2D7DH0000060000031,SL3+037585H03
01140B2D7DH0000070000031,SL3+037585L03
01140B2D7DJ0000060000031,SL3+040085H03
01140B2D7DJ0000070000031,SL3+040085L03
01140B2D7DK0000060000031,SL3+042585H03
01140B2D7DK0000070000031,SL3+042585L03
01140B5D7CR0000060000031,SL3-000088H03
01140B5D7CR0000070000031,SL3-000088L03
01140B5D7CQ0000060000031,SL3-002588H03
01140B5D7CQ0000070000031,SL3-002588L03
01140B5D7CP0000060000031,SL3-005088H03
01140B5D7CP0000070000031,SL3-005088L03
01140B5D7CN0000060000031,SL3-007588H03
01140B5D7CN0000070000031,SL3-007588L03
01140B5D7CM0000060000031,SL3-010088H03
01140B5D7CM0000070000031,SL3-010088L03
01140B5D7CL0000060000031,SL3-012588H03
01140B5D7CL0000070000031,SL3-012588L03
01140B5D7CK0000060000031,SL3-015088H03
01140B5D7CK0000070000031,SL3-015088L03
01140B5D7CJ0000060000031,SL3-017588H03
01140B5D7CJ0000070000031,SL3-017588L03
01140B5D7CH0000060000031,SL3-020088H03
01140B5D7CH0000070000031,SL3-020088L03
01140B5D7CG0000060000031,SL3-022588H03
01140B5D7CG0000070000031,SL3-022588L03
01140B5D7CF0000060000031,SL3-025088H03
01140B5D7CF0000070000031,SL3-025088L03
01140B5D7CE0000060000031,SL3-027588H03
01140B5D7CE0000070000031,SL3-027588L03
01140B5D7CD0000060000031,SL3-030088H03
01140B5D7CD0000070000031,SL3-030088L03
01140B5D7CB0000060000031,SL3-032588H03
01140B5D7CB0000070000031,SL3-032588L03
01140B5D7CA0000060000031,SL3-035088H03
01140B5D7CA0000070000031,SL3-035088L03
01140B5D7BZ0000060000031,SL3-037588H03
01140B5D7BZ0000070000031,SL3-037588L03
01140B5D7BY0000060000031,SL3-040088H03
01140B5D7BY0000070000031,SL3-040088L03
01140B5D7BX0000060000031,SL3-042588H03
01140B5D7BX0000070000031,SL3-042588L03
01140B5D7BW0000060000031,SL3-045088H03
01140B5D7BW0000070000031,SL3-045088L03
01140B5D7BV0000060000031,SL3-047588H03
01140B5D7BV0000070000031,SL3-047588L03
01140B5D7BU0000060000031,SL3-050088H03
01140B5D7BU0000070000031,SL3-050088L03
01140B5D7BT0000060000031,SL3-052588H03
01140B5D7BT0000070000031,SL3-052588L03
01140B5D7BS0000060000031,SL3-055088H03
01140B5D7BS0000070000031,SL3-055088L03
01140B5D7BR0000060000031,SL3-057588H03
01140B5D7BR0000070000031,SL3-057588L03
01140B5D7BQ0000060000031,SL3-060088H03
01140B5D7BQ0000070000031,SL3-060088L03
01140B5D7BP0000060000031,SL3-062588H03
01140B5D7BP0000070000031,SL3-062588L03
01140B5D7BN0000060000031,SL3-065088H03
01140B5D7BN0000070000031,SL3-065088L03
01140B5D7BM0000060000031,SL3-067588H03
01140B5D7BM0000070000031,SL3-067588L03
01140B5D7BL0000060000031,SL3-070088H03
01140B5D7BL0000070000031,SL3-070088L03
01140B5D7BK0000060000031,SL3-072588H03
01140B5D7BK0000070000031,SL3-072588L03
01140B5D7BJ0000060000031,SL3-075088H03
01140B5D7BJ0000070000031,SL3-075088L03
01140B5D7BH0000060000031,SL3-077588H03
01140B5D7BH0000070000031,SL3-077588L03
01140B5D7BG0000060000031,SL3-080088H03
01140B5D7BG0000070000031,SL3-080088L03
01140B5D7BF0000060000031,SL3-082588H03
01140B5D7BF0000070000031,SL3-082588L03
01140B5D7BE0000060000031,SL3-085088H03
01140B5D7BE0000070000031,SL3-085088L03
01140B5D7BD0000060000031,SL3-087588H03
01140B5D7BD0000070000031,SL3-087588L03
01140B5D7BC0000060000031,SL3-090088H03
01140B5D7BC0000070000031,SL3-090088L03
01140B5D7BB0000060000031,SL3-092588H03
01140B5D7BB0000070000031,SL3-092588L03
01140B5D7AZ0000060000031,SL3-095088H03
01140B5D7AZ0000070000031,SL3-095088L03
01140B5D7AY0000060000031,SL3-097588H03
01140B5D7AY0000070000031,SL3-097588L03
01140B5D7AW0000060000031,SL3-100088H03
01140B5D7AW0000070000031,SL3-100088L03
01140B5D7DL0000060000031,SL3+045088H03
01140B5D7DL0000070000031,SL3+045088L03
01140B5D7DM0000060000031,SL3+047588H03
